,data_values
1561,-0.045097254
1562,-0.046930347
1563,-0.048733216
1564,-0.050503556
1565,-0.052239057
1566,-0.05393756
1567,-0.05559716
1568,-0.05721626
1569,-0.05879372
1570,-0.06032883
1571,-0.06182147
1572,-0.0632719
1573,-0.06468088
1574,-0.06604965
1575,-0.06737979
1576,-0.06867313
1577,-0.06993176
1578,-0.071157925
1579,-0.072353855
1580,-0.073521756
1581,-0.0746638
1582,-0.075781785
1583,-0.07687753
1584,-0.07795241
1585,-0.079007715
1586,-0.08004435
1587,-0.081062995
1588,-0.08206421
1589,-0.08304829
1590,-0.08401538
1591,-0.08496574
1592,-0.085899144
1593,-0.08681571
1594,-0.08771545
1595,-0.08859848
1596,-0.08946502
1597,-0.09031519
1598,-0.09114951
1599,-0.09196832
1600,-0.09277212
1601,-0.093561575
1602,-0.09433706
1603,-0.095099196
1604,-0.095848404
1605,-0.09658509
1606,-0.09730949
1607,-0.09802175
1608,-0.09872197
1609,-0.099409975
1610,-0.10008551
1611,-0.10074834
1612,-0.10139802
1613,-0.10203406
1614,-0.102656126
1615,-0.10326387
1616,-0.10385704
1617,-0.1044356
1618,-0.1049997
1619,-0.10554964
1620,-0.106086046
1621,-0.106609784
1622,-0.10712169
1623,-0.10762295
1624,-0.108114794
1625,-0.108598545
1626,-0.109075375
1627,-0.10954651
1628,-0.11001282
1629,-0.11047497
1630,-0.11093329
1631,-0.11138785
1632,-0.111838065
1633,-0.11228312
1634,-0.11272176
1635,-0.1131523
1636,-0.11357284
1637,-0.113981426
1638,-0.11437573
1639,-0.11475367
1640,-0.11511316
1641,-0.115452535
1642,-0.115770236
1643,-0.11606537
1644,-0.11633731
1645,-0.11658625
1646,-0.11681271
1647,-0.1170179
1648,-0.117203325
1649,-0.11737094
1650,-0.11752303
1651,-0.1176619
1652,-0.117789924
1653,-0.11790922
1654,-0.11802175
1655,-0.11812896
1656,-0.11823191
1657,-0.11833105
1658,-0.118426226
1659,-0.11851671
1660,-0.11860121
1661,-0.11867805
1662,-0.11874514
1663,-0.11880004
1664,-0.11884031
1665,-0.118863516
1666,-0.11886746
1667,-0.118850306
1668,-0.11881047
1669,-0.11874703
1670,-0.118659616
1671,-0.1185483
1672,-0.11841372
1673,-0.1182568
1674,-0.118079074
1675,-0.11788202
1676,-0.117667384
1677,-0.11743671
1678,-0.117191315
1679,-0.116932146
1680,-0.116659634
1681,-0.11637362
1682,-0.11607343
1683,-0.115757525
1684,-0.11542399
1685,-0.11507018
1686,-0.114693135
1687,-0.11428968
1688,-0.11385638
1689,-0.113389894
1690,-0.11288711
1691,-0.11234537
1692,-0.111762434
1693,-0.11113679
1694,-0.110467486
1695,-0.10975456
1696,-0.10899876
1697,-0.10820149
1698,-0.10736486
1699,-0.106491536
1700,-0.105584554
1701,-0.10464723
1702,-0.10368279
1703,-0.10269448
1704,-0.101685256
1705,-0.10065761
1706,-0.09961355
1707,-0.098554455
1708,-0.09748107
1709,-0.09639351
1710,-0.09529127
1711,-0.094173074
1712,-0.093037605
1713,-0.09188278
1714,-0.09070649
1715,-0.08950663
1716,-0.0882811
1717,-0.087028086
1718,-0.08574613
1719,-0.08443423
1720,-0.08309206
1721,-0.08171972
1722,-0.08031819
1723,-0.07888892
1724,-0.07743419
1725,-0.07595667
1726,-0.0744597
1727,-0.07294702
1728,-0.071422674
1729,-0.069890976
1730,-0.0683564
1731,-0.0668234
1732,-0.06529653
1733,-0.06377984
1734,-0.062277615
1735,-0.060793478
1736,-0.059330992
1737,-0.057893228
1738,-0.056482937
1739,-0.05510251
1740,-0.053753838
1741,-0.052438598
1742,-0.051158026
1743,-0.04991315
1744,-0.04870456
1745,-0.047532693
1746,-0.046397798
1747,-0.045299895
1748,-0.04423891
1749,-0.043214668
1750,-0.04222692
1751,-0.04127544
1752,-0.040359955
1753,-0.039480306
1754,-0.0386363
1755,-0.037827857
1756,-0.037054967
1757,-0.03631773
1758,-0.03561629
1759,-0.034950867
1760,-0.03432169
1761,-0.033729024
1762,-0.033173118
1763,-0.03265412
1764,-0.03217214
1765,-0.03172701
1766,-0.03131849
1767,-0.030946074
1768,-0.030608915
1769,-0.030305939
1770,-0.030035688
1771,-0.029796388
1772,-0.029585918
1773,-0.029401788
1774,-0.02924126
1775,-0.02910127
1776,-0.028978504
1777,-0.028869504
1778,-0.02877066
1779,-0.02867835
1780,-0.028588977
1781,-0.028499033
1782,-0.028405206
1783,-0.028304493
1784,-0.028194154
1785,-0.028071884
1786,-0.027935777
1787,-0.027784416
1788,-0.027616896
1789,-0.027432743
1790,-0.027231993
1791,-0.027015103
1792,-0.026782889
1793,-0.026536508
1794,-0.026277324
1795,-0.026006807
1796,-0.025726464
1797,-0.02543769
1798,-0.025141703
1799,-0.024839375
1800,-0.024531202
1801,-0.024217185
1802,-0.0238968
1803,-0.02356892
1804,-0.023231888
1805,-0.022883408
1806,-0.022520676
1807,-0.022140464
1808,-0.021739183
1809,-0.021313021
1810,-0.020858068
1811,-0.020370511
1812,-0.019846763
1813,-0.019283665
1814,-0.01867858
1815,-0.018029531
1816,-0.01733532
1817,-0.01659563
1818,-0.015811006
1819,-0.014982937
1820,-0.01411375
1821,-0.013206575
1822,-0.012265243
1823,-0.01129416
1824,-0.01029811
1825,-0.009282083
1826,-0.008251114
1827,-0.0072100675
1828,-0.0061635054
1829,-0.0051155156
1830,-0.004069585
1831,-0.0030284992
1832,-0.0019943272
1833,-0.00096840755
1834,4.8663285e-05
1835,0.0010569425
1836,0.0020570417
1837,0.0030499897
1838,0.0040370813
1839,0.0050197155
1840,0.0059992108
1841,0.0069766855
1842,0.007952839
1843,0.008927827
1844,0.009901224
1845,0.010871911
1846,0.011838057
1847,0.012797104
1848,0.013745812
1849,0.014680346
1850,0.015596339
1851,0.016489057
1852,0.017353503
1853,0.018184524
1854,0.018977035
1855,0.01972614
1856,0.02042727
1857,0.021076247
1858,0.021669418
1859,0.02220375
1860,0.022676831
1861,0.023086881
1862,0.023432836
1863,0.023714136
1864,0.023930889
1865,0.024083715
1866,0.024173679
1867,0.02420228
1868,0.024171224
1869,0.02408252
1870,0.023938252
1871,0.023740621
1872,0.023491796
1873,0.02319387
1874,0.022848865
1875,0.02245868
1876,0.02202508
1877,0.021549655
1878,0.021033902
1879,0.020479146
1880,0.01988663
1881,0.019257572
1882,0.018593153
1883,0.017894607
1884,0.017163288
1885,0.016400727
1886,0.015608748
1887,0.014789455
1888,0.013945356
1889,0.013079355
1890,0.012194815
1891,0.011295613
1892,0.010386053
1893,0.009470874
1894,0.008555256
1895,0.0076446966
1896,0.006744966
1897,0.0058619594
1898,0.005001583
1899,0.0041696187
1900,0.0033715756
1901,0.002612572
1902,0.00189716
1903,0.0012291892
1904,0.0006117826
1905,4.7227208e-05
1906,-0.00046305975
1907,-0.0009185351
1908,-0.0013194978
1909,-0.0016670182
1910,-0.0019628375
1911,-0.002209208
1912,-0.0024087902
1913,-0.0025644873
1914,-0.0026792088
1915,-0.0027557286
1916,-0.002796533
1917,-0.0028036714
1918,-0.0027786603
1919,-0.0027224005
1920,-0.0026351498
1921,-0.0025165
1922,-0.0023654748
1923,-0.002180605
1924,-0.0019599993
1925,-0.0017015025
1926,-0.0014028572
1927,-0.0010618692
1928,-0.00067656965
1929,-0.00024536322
1930,0.00023283128
1931,0.000758501
1932,0.0013314185
1933,0.0019506045
1934,0.0026143682
1935,0.003320323
1936,0.004065439
1937,0.0048461426
1938,0.005658411
1939,0.0064979126
1940,0.0073601305
1941,0.008240493
1942,0.009134483
1943,0.010037691
1944,0.0109460065
1945,0.011855598
1946,0.01276299
1947,0.013665047
1948,0.014558988
1949,0.015442347
1950,0.016312933
1951,0.017168803
1952,0.018008182
1953,0.01882938
1954,0.019630829
1955,0.020410946
1956,0.02116823
1957,0.021901099
1958,0.02260798
1959,0.023287233
1960,0.023937223
1961,0.024556255
1962,0.025142679
1963,0.025694706
1964,0.026210645
1965,0.026688732
1966,0.027127178
1967,0.027524156
1968,0.027877728
1969,0.028185908
1970,0.028446529
1971,0.028657341
1972,0.028815936
1973,0.02891976
1974,0.028966185
1975,0.028952526
1976,0.028876118
1977,0.028734408
1978,0.028525071
1979,0.028246092
1980,0.027895931
1981,0.027473643
1982,0.02697893
1983,0.026412304
1984,0.025775166
1985,0.025069807
1986,0.024299487
1987,0.023468347
1988,0.022581339
1989,0.021644207
1990,0.020663204
1991,0.019645048
1992,0.018596683
1993,0.017525028
1994,0.016436873
1995,0.0153385615
1996,0.014235934
1997,0.013134087
1998,0.012037326
1999,0.010949045
2000,0.009871744
2001,0.008807049
2002,0.0077557685
2003,0.006718016
2004,0.0056933574
2005,0.0046809786
2006,0.0036798536
2007,0.0026889476
2008,0.0017073684
2009,0.00073453377
2010,-0.00022972116
2011,-0.0011850429
2012,-0.0021305257
2013,-0.003064711
2014,-0.003985619
2015,-0.0048908223
2016,-0.0057775737
2017,-0.006642916
2018,-0.007483847
2019,-0.0082974695
2020,-0.009081113
2021,-0.009832497
2022,-0.0105498135
2023,-0.011231798
2024,-0.011877781
2025,-0.012487672
2026,-0.0130619425
2027,-0.013601537
2028,-0.014107786
2029,-0.014582306
2030,-0.015026846
2031,-0.015443166
2032,-0.015832927
2033,-0.016197545
2034,-0.016538173
2035,-0.016855573
2036,-0.017150123
2037,-0.017421836
2038,-0.017670384
2039,-0.017895142
2040,-0.018095324
2041,-0.018270066
2042,-0.018418524
2043,-0.018540014
2044,-0.01863408
2045,-0.018700663
2046,-0.018740058
2047,-0.018753033
2048,-0.018740797
2049,-0.018705035
2050,-0.018647753
2051,-0.018571323
2052,-0.018478319
2053,-0.01837139
2054,-0.01825319
2055,-0.018126268
2056,-0.017992876
2057,-0.017854994
2058,-0.017714186
2059,-0.01757155
2060,-0.017427757
2061,-0.017282978
2062,-0.017137032
2063,-0.01698936
2064,-0.016839115
2065,-0.016685322
2066,-0.016526924
2067,-0.016362906
2068,-0.016192421
2069,-0.016014852
2070,-0.015829854
2071,-0.015637493
2072,-0.015438197
2073,-0.015232799
2074,-0.015022497
2075,-0.014808842
2076,-0.014593662
2077,-0.014378987
2078,-0.014166966
2079,-0.0139598055
2080,-0.013759647
2081,-0.013568511
2082,-0.013388241
2083,-0.013220378
2084,-0.013066232
2085,-0.012926746
2086,-0.01280257
2087,-0.012694021
2088,-0.012601113
2089,-0.012523604
2090,-0.012461019
2091,-0.012412716
2092,-0.01237792
2093,-0.012355753
2094,-0.0123453215
2095,-0.012345714
2096,-0.012356055
2097,-0.012375527
2098,-0.012403382
2099,-0.01243892
2100,-0.012481569
2101,-0.012530791
2102,-0.012586116
2103,-0.012647127
2104,-0.0127134435
2105,-0.012784693
2106,-0.012860521
2107,-0.012940549
2108,-0.013024397
2109,-0.0131116295
2110,-0.013201786
2111,-0.013294352
2112,-0.013388764
2113,-0.013484401
2114,-0.013580593
2115,-0.013676628
2116,-0.013771748
2117,-0.0138651775
2118,-0.013956118
2119,-0.014043784
2120,-0.014127388
2121,-0.014206231
2122,-0.014279644
2123,-0.0143470885
2124,-0.014408165
2125,-0.01446264
2126,-0.014510475
2127,-0.014551886
2128,-0.014587333
2129,-0.014617534
2130,-0.014643495
2131,-0.014666489
2132,-0.014688031
2133,-0.014709866
2134,-0.014733902
2135,-0.01476219
2136,-0.014796835
2137,-0.01483993
2138,-0.014893496
2139,-0.014959377
2140,-0.015039201
2141,-0.015134288
2142,-0.015245609
2143,-0.015373752
2144,-0.015518885
2145,-0.015680771
2146,-0.015858795
2147,-0.01605196
2148,-0.016259002
2149,-0.016478406
2150,-0.016708512
2151,-0.016947605
2152,-0.017194007
2153,-0.017446158
2154,-0.017702674
2155,-0.017962433
2156,-0.018224638
2157,-0.01848879
2158,-0.018754749
2159,-0.019022634
2160,-0.019292872
2161,-0.019566046
2162,-0.019842893
2163,-0.020124117
2164,-0.020410385
2165,-0.020702168
2166,-0.020999663
2167,-0.021302754
2168,-0.021610882
2169,-0.021923073
2170,-0.022237888
2171,-0.022553412
2172,-0.022867346
2173,-0.023177044
2174,-0.023479566
2175,-0.023771854
2176,-0.024050752
2177,-0.024313219
2178,-0.024556348
2179,-0.024777489
2180,-0.024974428
2181,-0.02514534
2182,-0.025288902
2183,-0.025404284
2184,-0.025491169
2185,-0.025549697
2186,-0.025580434
2187,-0.02558425
2188,-0.025562307
2189,-0.025515895
2190,-0.025446313
2191,-0.025354858
2192,-0.025242668
2193,-0.025110649
2194,-0.024959462
2195,-0.0247895
2196,-0.024600808
2197,-0.024393203
2198,-0.024166308
2199,-0.023919513
2200,-0.023652237
2201,-0.023363883
2202,-0.023053998
2203,-0.022722378
2204,-0.022369135
2205,-0.021994838
2206,-0.02160051
2207,-0.021187708
2208,-0.020758515
2209,-0.020315552
2210,-0.019861901
2211,-0.019401107
2212,-0.018936958
2213,-0.018473549
2214,-0.018014997
2215,-0.017565414
2216,-0.017128788
2217,-0.01670878
2218,-0.016308697
2219,-0.015931373
2220,-0.015579091
2221,-0.015253595
2222,-0.014956021
2223,-0.014686984
2224,-0.014446585
2225,-0.014234524
2226,-0.014050182
2227,-0.0138927605
2228,-0.013761406
2229,-0.013655338
2230,-0.013573992
2231,-0.013517151
2232,-0.013485026
2233,-0.013478353
2234,-0.01349845
2235,-0.013547225
2236,-0.01362719
2237,-0.013741357
2238,-0.013893221
2239,-0.014086608
2240,-0.014325534
2241,-0.014614074
2242,-0.014956141
2243,-0.015355366
2244,-0.015814872
2245,-0.01633715
2246,-0.01692392
2247,-0.017575974
2248,-0.01829312
2249,-0.019074121
2250,-0.019916749
2251,-0.020817721
2252,-0.021772841
2253,-0.022777086
2254,-0.02382473
2255,-0.024909543
2256,-0.026024938
2257,-0.027164148
2258,-0.028320462
2259,-0.02948732
2260,-0.030658515
2261,-0.031828277
2262,-0.032991454
2263,-0.034143373
2264,-0.035280164
2265,-0.03639839
2266,-0.03749527
2267,-0.03856846
2268,-0.039615948
2269,-0.040635984
2270,-0.041626904
2271,-0.042586975
2272,-0.043514393
2273,-0.044407055
2274,-0.04526251
2275,-0.046078037
2276,-0.04685041
2277,-0.04757622
2278,-0.04825166
2279,-0.048872773
2280,-0.04943552
2281,-0.04993597
2282,-0.050370358
2283,-0.0507353
2284,-0.051027868
2285,-0.05124577
2286,-0.051387366
2287,-0.05145174
2288,-0.051438775
2289,-0.051349085
2290,-0.051183946
2291,-0.050945155
2292,-0.05063518
2293,-0.05025658
2294,-0.04981226
2295,-0.04930511
2296,-0.048737925
2297,-0.04811323
2298,-0.047433283
2299,-0.046699908
2300,-0.04591455
2301,-0.045078237
2302,-0.04419164
2303,-0.043255255
2304,-0.042269345
2305,-0.041234292
2306,-0.040150546
2307,-0.03901897
2308,-0.03784086
2309,-0.036618143
2310,-0.035353433
2311,-0.034050085
2312,-0.032712363
2313,-0.031345207
2314,-0.029954335
2315,-0.02854609
2316,-0.027127236
2317,-0.025704948
2318,-0.024286449
2319,-0.022878991
2320,-0.021489557
2321,-0.02012475
2322,-0.018790608
2323,-0.017492548
2324,-0.01623528
2325,-0.015022725
2326,-0.0138580995
2327,-0.012743921
2328,-0.0116821285
2329,-0.010674182
2330,-0.009721196
2331,-0.0088241
2332,-0.007983771
2333,-0.007201183
2334,-0.0064774924
2335,-0.005814154
2336,-0.005212937
2337,-0.0046759793
2338,-0.0042057224
2339,-0.0038048765
2340,-0.003476321
2341,-0.0032229875
2342,-0.003047731
2343,-0.002953177
2344,-0.0029415912
2345,-0.0030147417
2346,-0.0031737927
2347,-0.00341922
2348,-0.0037507543
2349,-0.0041673705
2350,-0.004667285
2351,-0.0052480283
2352,-0.0059065064
2353,-0.0066391053
2354,-0.0074418085
2355,-0.008310314
2356,-0.009240169
2357,-0.01022687
2358,-0.011265984
2359,-0.012353183
2360,-0.013484349
2361,-0.014655535
2362,-0.015862992
2363,-0.017103156
2364,-0.018372495
2365,-0.019667536
2366,-0.020984706
2367,-0.02232026
2368,-0.02367017
2369,-0.02503005
2370,-0.026395086
2371,-0.027760006
2372,-0.029119032
2373,-0.030465906
2374,-0.03179392
2375,-0.033096034
2376,-0.034364827
2377,-0.035592776
2378,-0.03677236
2379,-0.037896067
2380,-0.038956728
2381,-0.03994755
2382,-0.040862314
2383,-0.04169536
2384,-0.042441893
2385,-0.043097902
2386,-0.043660372
2387,-0.044127077
2388,-0.04449684
2389,-0.044769287
2390,-0.044944983
2391,-0.045025207
2392,-0.04501192
2393,-0.044907697
2394,-0.04471551
2395,-0.04443867
2396,-0.044080775
2397,-0.043645367
2398,-0.04313604
2399,-0.04255619
2400,-0.04190898
2401,-0.0411973
2402,-0.04042359
2403,-0.03958994
2404,-0.038697988
2405,-0.037748966
2406,-0.03674377
2407,-0.03568296
2408,-0.03456683
2409,-0.033395655
2410,-0.032169603
2411,-0.030888945
2412,-0.029554259
2413,-0.028166428
2414,-0.026726823
2415,-0.025237426
2416,-0.023700858
2417,-0.022120485
2418,-0.0205004
2419,-0.01884547
2420,-0.01716125
2421,-0.015453948
2422,-0.013730286
2423,-0.011997399
2424,-0.010262649
2425,-0.008533472
2426,-0.00681719
2427,-0.0051208576
2428,-0.003451066
2429,-0.0018138243
2430,-0.00021443299
2431,0.0013425859
2432,0.0028535242
2433,0.0043154885
2434,0.005726347
2435,0.0070846393
2436,0.008389443
2437,0.009640234
2438,0.010836703
2439,0.011978561
2440,0.013065374
2441,0.014096389
2442,0.015070387
2443,0.015985593
2444,0.016839596
2445,0.017629331
2446,0.018351126
2447,0.01900076
2448,0.019573616
2449,0.020064866
2450,0.020469591
2451,0.020783082
2452,0.021000993
2453,0.02111963
2454,0.021136083
2455,0.021048428
2456,0.020855872
2457,0.02055876
2458,0.020158704
2459,0.019658467
2460,0.019061984
2461,0.018374136
2462,0.017600667
2463,0.01674795
2464,0.015822811
2465,0.014832299
2466,0.013783465
2467,0.012683208
2468,0.011538073
2469,0.010354172
2470,0.0091370875
2471,0.007891796
2472,0.006622748
2473,0.005333861
2474,0.004028645
2475,0.0027102882
2476,0.0013818158
2477,4.621993e-05
2478,-0.0012933945
2479,-0.0026336855
2480,-0.003970965
2481,-0.0053011146
2482,-0.006619553
2483,-0.00792123
2484,-0.0092006335
2485,-0.01045189
2486,-0.011668826
2487,-0.012845104
2488,-0.013974368
2489,-0.01505036
2490,-0.016067086
2491,-0.01701895
2492,-0.017900836
2493,-0.018708225
2494,-0.019437274
2495,-0.020084804
2496,-0.020648332
2497,-0.021126056
2498,-0.021516768
2499,-0.021819796
2500,-0.022034936
2501,-0.022162333
2502,-0.022202382
2503,-0.022155693
2504,-0.02202294
2505,-0.02180484
2506,-0.021502152
2507,-0.021115579
2508,-0.020645844
2509,-0.020093696
2510,-0.019459946
2511,-0.018745512
2512,-0.01795152
2513,-0.01707935
2514,-0.016130708
2515,-0.01510768
2516,-0.014012778
2517,-0.01284899
2518,-0.0116197495
2519,-0.010328986
2520,-0.008981048
2521,-0.0075806766
2522,-0.006132967
2523,-0.0046432535
2524,-0.0031170615
2525,-0.0015600121
2526,2.2269125e-05
2527,0.001624227
2528,0.0032404535
2529,0.004865745
2530,0.006495161
2531,0.008124048
2532,0.009748067
2533,0.011363181
2534,0.012965674
2535,0.0145520875
2536,0.016119257
2537,0.017664157
2538,0.019184006
2539,0.020676084
2540,0.022137772
2541,0.023566501
2542,0.024959667
2543,0.026314666
2544,0.027628876
2545,0.02889959
2546,0.03012408
2547,0.031299543
2548,0.03242326
2549,0.033492405
2550,0.03450434
2551,0.035456397
2552,0.03634617
2553,0.037171397
2554,0.037930045
2555,0.038620386
2556,0.03924102
2557,0.039790906
2558,0.040269367
2559,0.04067616
2560,0.04101142
2561,0.041275688
2562,0.041469935
2563,0.041595418
2564,0.041653752
2565,0.04164689
2566,0.04157696
2567,0.04144619
2568,0.041257072
2569,0.041012116
2570,0.0407138
2571,0.040364627
2572,0.039967064
2573,0.03952345
2574,0.03903606
2575,0.038507115
2576,0.037938684
2577,0.037332878
2578,0.036691774
2579,0.036017418
2580,0.03531202
2581,0.03457782
2582,0.03381728
2583,0.03303304
2584,0.032227922
2585,0.031405
2586,0.03056752
2587,0.029718973
2588,0.028862972
2589,0.02800324
2590,0.02714355
2591,0.026287658
2592,0.025439234
2593,0.024601733
2594,0.023778453
2595,0.02297232
2596,0.022185968
2597,0.021421675
2598,0.020681305
2599,0.019966409
2600,0.019278174
2601,0.018617516
2602,0.017985187
2603,0.01738174
2604,0.016807692
2605,0.016263608
2606,0.01575014
2607,0.0152681125
2608,0.014818559
2609,0.014402778
2610,0.014022301
2611,0.013678908
2612,0.013374557
2613,0.013111346
2614,0.01289139
2615,0.012716777
2616,0.012589396
2617,0.01251088
2618,0.012482485
2619,0.012504999
2620,0.012578673
2621,0.012703164
2622,0.012877562
2623,0.013100323
2624,0.0133694075
2625,0.013682252
2626,0.014035952
2627,0.01442734
2628,0.01485311
2629,0.015309979
2630,0.015794817
2631,0.016304795
2632,0.016837437
2633,0.01739076
2634,0.017963354
2635,0.018554293
2636,0.019163277
2637,0.019790456
2638,0.02043643
2639,0.021102078
2640,0.021788491
2641,0.022496771
2642,0.023227936
2643,0.023982747
2644,0.024761502
2645,0.02556402
2646,0.026389489
2647,0.027236406
2648,0.028102579
2649,0.028985064
2650,0.029880315
2651,0.030784182
2652,0.031692054
2653,0.032599013
2654,0.03349996
2655,0.034389786
2656,0.035263576
2657,0.036116693
2658,0.036945004
2659,0.03774495
2660,0.03851362
2661,0.03924888
2662,0.03994937
2663,0.040614426
2664,0.041244082
2665,0.04183898
2666,0.04240032
2667,0.042929556
2668,0.043428436
2669,0.043898705
2670,0.044342045
2671,0.044759803
2672,0.045153078
2673,0.0455223
2674,0.045867432
2675,0.046187695
2676,0.046481717
2677,0.046747442
2678,0.04698216
2679,0.047182735
2680,0.047345478
2681,0.047466587
2682,0.04754182
2683,0.047567237
2684,0.0475389
2685,0.04745316
2686,0.047306906
2687,0.047097556
2688,0.046823166
2689,0.046482615
2690,0.046075474
2691,0.045602225
2692,0.045064066
2693,0.04446291
2694,0.04380138
2695,0.04308262
2696,0.042310227
2697,0.041488037
2698,0.040620156
2699,0.0397106
